CommitteeID,Name,CategoryID,CategoryDesc,KnessetNum,CommitteeTypeID,CommitteeTypeDesc,Email,StartDate,FinishDate,AdditionalTypeID,AdditionalTypeDesc,ParentCommitteeID,CommitteeParentName,IsCurrent,LastUpdatedDate
2068,הוועדה המשותפת לוועדת הכלכלה ולוועדת הכנסת לדיון בהצעת חוק משק החשמל (תיקון מס' 16 והוראת שעה) (רפורמה במשק החשמל),675,"הוועדה המשותפת לוועדת הכלכלה ולוועדת הכנסת לדיון בהצ""ח משק החשמל (תיקון מספר 16 והוראת שעה) ",20,73,ועדה משותפת,,2018-07-10T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2069,"הוועדה המשותפת לוועדת הכנסת ולוועדת העבודה, הרווחה והבריאות לדיון בהצעת חוק שעות עבודה ומנוחה (תיקון - סמכות יושב-ראש הכנסת לעניין עובדי הכנסת)",679,"הוועדה המשותפת לוועדת הכנסת ולוועדת העבודה, הרווחה והבריאות לדיון בהצעת חוק שעות עבודה ומנוחה ",20,73,ועדה משותפת,,2018-07-10T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2070,ועדת המשנה לטיפול בזיהום אויר הנגרם משריפות פסולת בשטחים פתוחים,680,ועדת משנה לטיפול בזיהום אויר הנגרם משריפות פסולת בשטחים פתוחים,20,74,ועדת משנה,,2018-08-12T00:00:00,2019-04-30T00:00:00,,,935,ועדת הפנים והגנת הסביבה,False,2019-04-28T19:41:32
2072,ועדת המשנה לבניית תוכנית אב לטיפול באוטיזם במגזר הערבי,681,ועדת המשנה לבניית תכנית אב לטיפול באוטיזם במגזר הערבי,20,74,ועדת משנה,,2018-10-17T00:00:00,2019-04-30T00:00:00,,,928,"ועדת העבודה, הרווחה והבריאות",False,2019-04-28T19:41:32
2073,"הוועדה המשותפת לוועדת הכנסת ולוועדת החוקה, חוק ומשפט לדיון בהצעת חוק שחרור על תנאי ממאסר (תיקון-ביטול קיצור מאסר לאסירים ביטחוניים), התשע""ט-2018",682,"ועדה משותפת לוועדת הכנסת ולוועדת החוקה, חוק ומשפט לדיון בהצעת חוק שחרור על תנאי ממאסר (תיקון-ביטול קיצור מאסר לאסירים ביטחוניים), התשע""ט-2018",20,73,ועדה משותפת,,2018-11-05T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2074,"הוועדה המשותפת לוועדת הכנסת ולוועדת המדע והטכנולוגיה לדיון בהצעת חוק התקשורת (בזק ושידורים) (תיקון-חובת סינון אתרים פוגעניים), התשע""ו-2016",684,ועדה משותפת לוועדת הכנסת ולוועדת המדע והטכנולוגיה לדיון בהצעת חוק התקשורת (בזק ושידורים) (תיקון-חובת סינון אתרים פוגעניים),20,73,ועדה משותפת,,2018-11-28T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2075,"הוועדה המשותפת לוועדת הכנסת וועדת החוקה, חוק ומשפט לדיון בהצעת חוק יסוד: הממשלה (תיקון-הטלת התפקיד להרכבת הממשלה על ראש מפלגה)",685,"ועדה משותפת לוועדת הכנסת וועדת החוקה, חוק ומשפט לדיון בהצ""ח יסוד: הממשלה (תיקון-הטלת התפקיד להרכבת הממשלה על ראש מפלגה) (פ/5888/20)",20,73,ועדה משותפת,,2018-12-18T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2076,"הוועדה המשותפת לוועדת החינוך, התרבות והספורט וועדת הכספים לדיון בהצעת חוק להסדר ההימורים בספורט ( תיקון מס' 14 והוראת שעה)",686,"ועדה משותפת של וועדת החינוך, התרבות והספורט וועדת הכספים לדיון בהצעת חוק להסדר ההימורים בספורט ( תיקון מס 14 והוראת שעה), התשע""ט-2018 (מ/1278) ",20,73,ועדה משותפת,,2018-12-20T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2077,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הפנים והגנת הסביבה לדיון בהצעת חוק יישובים ושכונות בהליכי הסדרה, התשע""ח-2018",,,20,73,ועדה משותפת,,2018-12-25T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2078,"ועדה משותפת לוועדת הכנסת ולוועדת החוקה, חוק ומשפט לדיון בהצעות חוק לשכת עורכי הדין",688,ועדה משותפת לוועדת הכנסת ולוועדת החוקה לדיון בהצעות חוק לשכת עורכי הדין,20,73,ועדה משותפת,,2018-12-31T00:00:00,2019-04-30T00:00:00,,,,,False,2019-04-28T19:41:32
2079,ועדת האתיקה,,,21,71,ועדה ראשית,,2019-04-30T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2080,הוועדה המסדרת,689,הוועדה המסדרת,21,72,ועדה מיוחדת,,2019-04-30T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2020-05-21T15:39:38
2081,ועדת הכנסת,1,ועדת הכנסת,21,70,ועדת הכנסת,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2082,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2083,הוועדה לקידום מעמד האישה ולשוויון מגדרי,11,הוועדה לקידום מעמד האישה ולשוויון מגדרי,21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2084,ועדת החוץ והביטחון,4,ועדת החוץ והביטחון,21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2085,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2086,"ועדת החינוך, התרבות והספורט",8,"ועדת החינוך, התרבות והספורט",21,71,ועדה ראשית,,2019-07-01T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2087,ועדת הכלכלה,3,ועדת הכלכלה,21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2088,ועדת הכספים,2,ועדת הכספים,21,71,ועדה ראשית,,2019-05-06T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2089,ועדת המדע והטכנולוגיה,13,ועדת  המדע  והטכנולוגיה,21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2090,"ועדת העבודה, הרווחה והבריאות",28,ועדת העבודה והרווחה,21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2091,"ועדת העלייה, הקליטה והתפוצות",27,"ועדת העלייה, הקליטה והתפוצות",21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2092,ועדת הפנים והגנת הסביבה,5,ועדת הפנים והגנת הסביבה,21,71,ועדה ראשית,,2019-05-02T00:00:00,2019-10-03T00:00:00,991,קבועה,,,False,2019-09-24T17:39:55
2093,הוועדה המיוחדת לזכויות הילד,25,הוועדה המיוחדת לזכויות הילד,21,72,ועדה מיוחדת,,2019-05-02T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2020-05-21T15:39:38
2094,הוועדה המיוחדת למאבק בנגעי הסמים והאלכוהול,12,הוועדה המיוחדת למאבק בשימוש בסמים ובאלכוהול,21,72,ועדה מיוחדת,,2019-05-02T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2020-05-21T15:39:38
2095,הוועדה המיוחדת לפניות הציבור,19,הוועדה המיוחדת לפניות הציבור,21,72,ועדה מיוחדת,,2019-05-02T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2020-05-21T15:39:38
2096,ועדת המשנה למודיעין ולשירותים החשאיים (זמנית),690,ועדת משנה זמנית למודיעין,21,74,ועדת משנה,,2019-05-06T00:00:00,2019-10-03T00:00:00,,,2084,ועדת החוץ והביטחון,False,2019-09-24T17:39:55
2098,הוועדה המיוחדת לדיון בהצעת חוק-יסוד: הממשלה (תיקון מס' 8) (ביטול המגבלה על מספרם המרבי של השרים וסגני השרים,691,הוועדה המיוחדת לדיון בהצעת חוק-יסוד: הממשלה (תיקון מס' 8) (ביטול המגבלה על מספרם המרבי של השרים וסגני השרים (מ/1288),21,72,ועדה מיוחדת,,2019-05-21T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2019-09-24T17:39:55
2099,הוועדה המיוחדת לדיון בהצעת חוק התפזרות הכנסת העשרים ואחת,692,"הוועדה המיוחדת לדיון בהצ""ח התפזרות הכנסת העשרים ואחת, התשע""ט-2019 (פ/553/21)",21,72,ועדה מיוחדת,,2019-05-27T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2020-01-20T14:05:33
2100,הוועדה המיוחדת לדיון בהצעת חוק הבחירות לכנסת העשרים ושתיים (הוראות מיוחדות לעניין ועדת הבחירות),693,"הוועדה המיוחדת לדיון בהצעת חוק הבחירות לכנסת העשרים ושתיים (הוראות מיוחדות לעניין ועדת הבחירות), התשע""ט-2019 (פ/554/21)",21,72,ועדה מיוחדת,,2019-06-04T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2019-09-24T17:39:55
2101,"ועדת המשנה למוכנות ובט""ש (זמנית)",694,"ועדת משנה זמנית למוכנות ובט""ש",21,74,ועדת משנה,,2019-06-11T00:00:00,2019-10-03T00:00:00,,,2084,ועדת החוץ והביטחון,False,2019-09-24T17:39:55
2103,הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת הכספים לנושא תקציב הביטחון ,,,21,73,ועדה משותפת,,2019-06-30T00:00:00,2019-10-03T00:00:00,,,,,False,2019-09-24T17:39:55
2105,"הוועדה המיוחדת לדיון בהצעת חוק חדלות פירעון ושיקום כלכלי (תיקון מס' 2) (הוראת שעה לעניין מינוי נאמן), התשע""ט-2019",695,"הוועדה המיוחדת לדיון בהצעת חוק חדלות פירעון ושיקום כלכלי (תיקון מס' 2) (הוראת שעה לעניין מינוי נאמן), התשע""ט-2019",21,72,ועדה מיוחדת,,2019-07-10T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2019-09-24T17:39:55
2106,ועדת המשנה למדיניות חוץ (זמנית),696,ועדת משנה זמנית למדיניות חוץ,21,74,ועדת משנה,,2019-07-15T00:00:00,2019-10-03T00:00:00,,,2084,ועדת החוץ והביטחון,False,2019-09-24T17:39:55
2107,ועדת המשנה לענייני שירותים חשאיים,65,ועדת משנה לענייני שירותים חשאיים,21,74,ועדת משנה,,2019-08-05T00:00:00,2019-10-03T00:00:00,,,2103,הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת הכספים לנושא תקציב הביטחון ,False,2019-09-24T17:39:55
2108,"הוועדה המיוחדת לדיון בטיוטת תקנות חדלות פירעון ושיקום כלכלי (אגרות), התשע""ט-2019",697,"הוועדה המיוחדת לדיון בטיוטת תקנות חדלות פירעון ושיקום כלכלי (אגרות), התשע""ט-2019",21,72,ועדה מיוחדת,,2019-08-13T00:00:00,2019-10-03T00:00:00,992,מיוחדת,,,False,2019-09-24T17:39:55
2109,הוועדה המסדרת,689,הוועדה המסדרת,22,72,ועדה מיוחדת,,2019-10-03T00:00:00,2020-03-16T00:00:00,992,מיוחדת,,,False,2021-04-12T18:02:22
2110,ועדת החוץ והביטחון (זמנית),4,ועדת החוץ והביטחון,22,71,ועדה ראשית,,2019-10-03T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T15:56:22
2111,ועדת הכספים,2,ועדת הכספים,22,71,ועדה ראשית,,2019-10-03T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2112,ועדת המשנה למודיעין ולשירותים החשאיים (זמנית),690,ועדת משנה זמנית למודיעין,22,74,ועדת משנה,,2019-10-10T00:00:00,2020-03-16T00:00:00,,,2110,ועדת החוץ והביטחון (זמנית),False,2020-03-12T15:57:21
2113,"ועדת המשנה לעניין מוכנות ובט""ש (זמנית)",699,ועדת המשנה הזמנית לבחינת מוכנות העורף במצבי חירום,22,74,ועדת משנה,,2019-10-10T00:00:00,2020-03-16T00:00:00,,,2110,ועדת החוץ והביטחון (זמנית),False,2020-03-12T12:35:04
2114,ועדת האתיקה,14,ועדת האתיקה,22,71,ועדה ראשית,,2019-10-23T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2115,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2116,"ועדת החינוך, התרבות והספורט",8,"ועדת החינוך, התרבות והספורט",22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2117,ועדת הכלכלה,3,ועדת הכלכלה,22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2118,ועדת הכנסת,1,ועדת הכנסת,22,70,ועדת הכנסת,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2119,ועדת המדע והטכנולוגיה,13,ועדת  המדע  והטכנולוגיה,22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2120,"ועדת העבודה, הרווחה והבריאות",28,ועדת העבודה והרווחה,22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2121,"ועדת העלייה, הקליטה והתפוצות ",27,"ועדת העלייה, הקליטה והתפוצות",22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2122,ועדת הפנים והגנת הסביבה,5,ועדת הפנים והגנת הסביבה,22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2123,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2124,הוועדה לקידום מעמד האישה ולשוויון מגדרי,11,הוועדה לקידום מעמד האישה ולשוויון מגדרי,22,71,ועדה ראשית,,2019-10-24T00:00:00,2020-03-16T00:00:00,991,קבועה,,,False,2020-03-12T12:35:04
2125,ועדת המשנה לעניין מוכנות העורף (זמנית),,,22,74,ועדת משנה,,2019-10-30T00:00:00,2020-03-16T00:00:00,,,2110,ועדת החוץ והביטחון (זמנית),False,2020-03-12T15:55:51
2126,ועדת המשנה למדיניות חוץ והסברה (זמנית),503,ועדת המשנה למדיניות חוץ והסברה,22,74,ועדת משנה,,2019-10-30T00:00:00,2020-03-16T00:00:00,,,2110,ועדת החוץ והביטחון (זמנית),False,2020-03-12T15:53:14
2127,"ועדת המשנה לענייני וא""א (זמנית)",,,22,74,ועדת משנה,,2019-10-30T00:00:00,2020-03-16T00:00:00,,,2110,ועדת החוץ והביטחון (זמנית),False,2020-03-12T15:54:56
2128,ועדת המשנה לנושאים מיוחדים (זמנית),,,22,74,ועדת משנה,,2019-10-30T00:00:00,2020-03-16T00:00:00,,,2110,ועדת החוץ והביטחון (זמנית),False,2020-03-12T15:54:26
2130,הועדה המשותפת של ועדת הכספים וועדת החוץ והביטחון לתקציב הביטחון (זמנית),700,ועדה משותפת זמנית של ועדת הכספים וועדת החוץ והביטחון - לתקציב הביטחון ,22,73,ועדה משותפת,,2019-11-04T00:00:00,2020-03-16T00:00:00,,,,,False,2020-03-12T12:35:04
2131,הוועדה המשותפת לוועדה המסדרת ולוועדה הזמנית לענייני כספים בנושא תקציב הכנסת ,701,הוועדה המשותפת לוועדה המסדרת ולוועדה הזמנית לענייני כספים בנושא תקציב הכנסת ,22,73,ועדה משותפת,,2019-12-10T00:00:00,2020-03-16T00:00:00,,,,,False,2020-03-12T12:35:04
2132,הוועדה המיוחדת לדיון בהצעת חוק התפזרות הכנסת העשרים ושתיים,702,"הוועדה המיוחדת לעניין הצעת חוק התפזרות הכנסת העשרים ושתיים, התש""ף-2019",22,72,ועדה מיוחדת,,2019-12-11T00:00:00,2020-03-16T00:00:00,992,מיוחדת,,,False,2020-03-12T12:35:04
2134,"ועדת המשנה (של הוועדה המשותפת הזמנית לתקציב הביטחון) לענייני וא""א",,,22,74,ועדת משנה,,2019-12-15T00:00:00,2020-03-16T00:00:00,,,2130,הועדה המשותפת של ועדת הכספים וועדת החוץ והביטחון לתקציב הביטחון (זמנית),False,2020-03-12T17:25:10
2135,ועדת המשנה (של הוועדה המשותפת הזמנית לתקציב הביטחון) לשירותים חשאיים,,,22,74,ועדת משנה,,2019-12-15T00:00:00,2020-03-16T00:00:00,,,2130,הועדה המשותפת של ועדת הכספים וועדת החוץ והביטחון לתקציב הביטחון (זמנית),False,2020-03-12T17:25:00
2137,הוועדה המסדרת,689,הוועדה המסדרת,23,72,ועדה מיוחדת,,2020-03-23T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-12T18:02:01
2138,ועדת החוץ והביטחון,4,ועדת החוץ והביטחון,23,71,ועדה ראשית,,2020-03-23T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-07T13:59:44
2139,ועדת הכספים,2,ועדת הכספים,23,71,ועדה ראשית,,2020-03-23T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2140,ועדת המשנה למודיעין ולשירותים החשאיים,499,ועדת המשנה למודיעין ולשירותים החשאיים,23,74,ועדת משנה,,2020-03-18T00:00:00,2021-04-06T00:00:00,,,2138,ועדת החוץ והביטחון,False,2021-04-03T23:36:59
2141,הוועדה המיוחדת בעניין ההתמודדות עם נגיף הקורונה - זמנית,711,הוועדה המיוחדת בעניין ההתמודדות עם נגיף הקורונה,23,72,ועדה מיוחדת,,2020-03-24T00:00:00,2020-05-27T00:00:00,992,מיוחדת,,,False,2021-08-04T13:07:30
2142,"הוועדה המיוחדת להיערכות מערכת החינוך והחינוך המיוחד, לרבות לשנת הלימודים הבאה",705,"הוועדה המיוחדת להיערכות מערכת החינוך והחינוך המיוחד, לרבות לשנת הלימודים הבאה",23,72,ועדה מיוחדת,,2020-03-24T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-03T23:36:59
2143,הוועדה המיוחדת לענייני רווחה ועבודה,706,הוועדה המיוחדת לענייני רווחה ועבודה,23,72,ועדה מיוחדת,,2020-03-24T00:00:00,2020-05-27T00:00:00,992,מיוחדת,,,False,2020-06-30T11:03:44
2144,הוועדה המיוחדת למיגור הפשיעה והאלימות בחברה הערבית - זמנית,712,הוועדה המיוחדת למיגור הפשיעה בחברה הערבית (הראשונה),23,72,ועדה מיוחדת,,2020-03-25T00:00:00,2020-05-27T00:00:00,992,מיוחדת,,,False,2021-08-04T13:07:41
2145,הוועדה המיוחדת לדיון בהצעת חוק יסוד: הממשלה (תיקון - ממשלת חילופים) (פ/280/23),707,הוועדה המיוחדת לדיון בהצעת חוק יסוד: הממשלה (תיקון - ממשלת חילופים),23,72,ועדה מיוחדת,,2020-04-23T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-06-16T14:02:01
2146,ועדת האתיקה,14,ועדת האתיקה,23,71,ועדה ראשית,,2020-07-01T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2147,"ועדת העבודה, הרווחה והבריאות",28,ועדת העבודה והרווחה,23,71,ועדה ראשית,,2020-05-20T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2148,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2149,"ועדת החינוך, התרבות והספורט",8,"ועדת החינוך, התרבות והספורט",23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2150,ועדת הכלכלה,3,ועדת הכלכלה,23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2151,ועדת המדע והטכנולוגיה,13,ועדת  המדע  והטכנולוגיה,23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2152,ועדת הכנסת,1,ועדת הכנסת,23,70,ועדת הכנסת,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2153,"ועדת העלייה, הקליטה והתפוצות",27,"ועדת העלייה, הקליטה והתפוצות",23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2154,ועדת הפנים והגנת הסביבה,5,ועדת הפנים והגנת הסביבה,23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2155,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-12T16:07:46
2156,הוועדה לקידום מעמד האישה ולשוויון מגדרי,11,הוועדה לקידום מעמד האישה ולשוויון מגדרי,23,71,ועדה ראשית,,2020-05-25T00:00:00,2021-04-06T00:00:00,991,קבועה,,,False,2021-04-03T23:36:59
2157,הוועדה המיוחדת לעניין הקרן לאזרחי ישראל ,708,הוועדה לפיקוח על הקרן לאזרחי ישראל,23,72,ועדה מיוחדת,,2020-05-27T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-03T23:36:59
2158,הוועדה המיוחדת לפניות הציבור,19,הוועדה המיוחדת לפניות הציבור,23,72,ועדה מיוחדת,,2020-05-27T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-03T23:36:59
2159,הוועדה המיוחדת לזכויות הילד,25,הוועדה המיוחדת לזכויות הילד,23,72,ועדה מיוחדת,,2020-05-27T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-03T23:36:59
2160,הוועדה המיוחדת למיגור הפשיעה בחברה הערבית,704,הוועדה המיוחדת למיגור הפשיעה בחברה הערבית,23,72,ועדה מיוחדת,,2020-05-27T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-03T23:36:59
2161,הוועדה המיוחדת לעניין נגיף הקורונה החדש ולבחינת היערכות המדינה למגפות ולרעידות אדמה,703,הוועדה המיוחדת לעניין נגיף הקורונה החדש ולבחינת היערכות המדינה למגפות ולרעידות אדמה,23,72,ועדה מיוחדת,,2020-05-27T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-03T23:36:59
2162,הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת הפנים והגנת הסביבה לדיון בהארכת תוקף חוק האזרחות והכניסה לישראל,578,ועדה משותפת חוץ וביטחון ופנים לדיון בהארכת תוקף חוק האזרחות והכניסה לישראל,23,73,ועדה משותפת,,2020-05-27T00:00:00,2021-04-06T00:00:00,,,,,False,2021-04-03T23:36:59
2163,"הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת החוקה, חוק ומשפט לעניין הכרזה על מצב חירום",583,"ועדה משותפת של ועדת החוץ והביטחון וועדת החוקה, חוק ומשפט לעניין הכרזה על מצב חירום",23,73,ועדה משותפת,,2020-05-27T00:00:00,2021-04-06T00:00:00,,,,,False,2021-04-03T23:36:59
2165,ועדת המשנה לביטחון יחסי חוץ וקשרי מסחר בינלאומיים,196,"ועדת המשנה לנושא ביטחון, יחסי חוץ וקשרי מסחר בינלאומיים",23,74,ועדת משנה,,2020-06-08T00:00:00,2021-04-06T00:00:00,,,2155,הוועדה לענייני ביקורת המדינה,False,2021-04-03T23:36:59
2166,ועדת המשנה לעניין אינטגרציה של עולים חדשים בחברה הישראלית,709,ועדת המשנה לעניין אינטגרציה של עולים חדשים בחברה הישראלית,23,74,ועדת משנה,,2020-06-09T00:00:00,2021-04-06T00:00:00,,,2153,"ועדת העלייה, הקליטה והתפוצות",False,2021-04-03T23:36:59
2167,ועדת המשנה לעניין חיילים בודדים בשירות ובשחרור,710,ועדת המשנה לעניין חיילים בודדים בשירות ובשחרור,23,74,ועדת משנה,,2020-06-15T00:00:00,2021-04-06T00:00:00,,,2153,"ועדת העלייה, הקליטה והתפוצות",False,2021-04-03T23:36:59
2168,הוועדה המיוחדת להתמודדות עם סמים ואלכוהול,12,הוועדה המיוחדת למאבק בשימוש בסמים ובאלכוהול,23,72,ועדה מיוחדת,,2020-06-30T00:00:00,2021-04-06T00:00:00,992,מיוחדת,,,False,2021-04-03T23:36:59
2169,ועדת המשנה למוכנות וביטחון שוטף,,,23,74,ועדת משנה,,2020-07-21T00:00:00,2021-04-06T00:00:00,,,2138,ועדת החוץ והביטחון,False,2021-04-03T23:36:59
2170,ועדת המשנה ליחסי חוץ והסברה,,,23,74,ועדת משנה,,2020-07-21T00:00:00,2021-04-06T00:00:00,,,2138,ועדת החוץ והביטחון,False,2021-04-03T23:36:59
2171,"ועדת המשנה לכח אדם בצה""ל",,,23,74,ועדת משנה,,2020-07-21T00:00:00,2021-04-06T00:00:00,,,2138,ועדת החוץ והביטחון,False,2021-04-03T23:36:59
2172,ועדת המשנה למדיניות ואסטרטגיה,,,23,74,ועדת משנה,,2020-07-21T00:00:00,2021-04-06T00:00:00,,,2138,ועדת החוץ והביטחון,False,2021-04-03T23:36:59
2173,ועדת המשנה לעניין הטיפול והסיוע לנפגעי הלם קרב,714,ועדת המשנה לעניין הטיפול והסיוע לנפגעי הלם קרב,23,74,ועדת משנה,,2020-08-03T00:00:00,2021-04-06T00:00:00,,,2147,"ועדת העבודה, הרווחה והבריאות",False,2021-04-03T23:36:59
2174,ועדת המשנה לעניין תאונות עבודה בענף הבניין,,,23,74,ועדת משנה,,2020-08-05T00:00:00,2021-04-06T00:00:00,,,2147,"ועדת העבודה, הרווחה והבריאות",False,2021-04-03T23:36:59
2175,"ועדה משותפת חוקה, פנים ומדע לפי חוק הכללת אמצעי זיהוי ביומטריים ",543,"ועדה משותפת של ועדת החוקה, חוק ומשפט, ועדת הפנים והגנת הסביבה וועדת המדע והטכנולוגיה לפי חוק אמצעי זיהוי ביומטריים",23,73,ועדה משותפת,,2020-08-12T00:00:00,2021-04-06T00:00:00,,,,,False,2021-04-03T23:36:59
2176,ועדה משותפת לוועדת הכנסת ולוועדת הכספים לתקציב הכנסת ,209,ועדה משותפת לתקציב הכנסת,23,73,ועדה משותפת,,2020-08-12T00:00:00,2021-04-06T00:00:00,,,,,False,2021-04-03T23:36:59
2177,"ועדה משותפת לוועדת המדע והטכנולוגיה ולוועדת החוקה, חוק ומשפט לפי חוק סדר הדין הפלילי (סמכויות אכיפה מעצרים)",722,"ועדה משותפת לוועדת החוקה, חוק ומשפט ולוועדת המדע והטכנולוגיה לפי חוק סדר הדין הפלילי (סמכויות אכיפה מעצרים)",23,73,ועדה משותפת,,2020-08-17T00:00:00,2021-04-06T00:00:00,,,,,False,2021-04-03T23:36:59
