text,score
"נדב ארגמן היה בכרתים.
",0
"במשך שבוע שלם אני מוצגת בערוץ 12 כזאת שמסיתה, כזאת שיוצרת אלימות, כזאת שצועקת בוועדות. זה הגיע לתקיפה פיזית ולאף אחד לא אכפת. אני מרימה את מה שחברת הכנסת שטרית הרימה. נשות הימין לא דוחות להגנה, לא לאתרוג ולא להדהוד שאליו זוכות נשות השמאל. כשעידית סילמן מותקפת ורבאלית – כל הארץ רועדת. כשגלית דיסטל אטבריאן כמעט מותקפת פיזית – אף אחד לא יודע מזה. עכשיו נשאלת השאלה מדוע? 
",1
"אני אענה לכם: הסיבה היא שאני ייצור פרימיטבי, חד-ערכי. הבטחתי לבוחרים דבר מסוים והמשכתי להבטיח בעוד שעידית סילמן דאגה שיהיה לה טוב, ותראו כמה טוב לה, מתקיפים אותה וכל הארץ רועדת. הלוואי והיה לי מעט מהערמומיות, התחכום, העור של פיל שיש לגברת סילמן.
",1
"תודה רבה, חברת הכנסת דיסטל, תם זמנך. 
",0
"אם רק הייתי בוגדת - - - לבוחרים.
",1
"חבר הכנסת כסיף, בבקשה. 
",0
"אני רוצה, אני מבקש שלא יפריעו לי. 
",0
"בועז, בועז, בועז, תהיה רגוע, זה מתקדם יפה פה, מה אתה רוצה? שעה וחצי לחוק ראשון, מה קרה? בועז, בועז, תהיה רגוע, זה מתקדם. 
",0
"שקט בבקשה. 
",1
"- - -
",
"חבר הכנסת עופר כסיף, בבקשה.
",0
"קיבלתי סחרחורת ממה שקורה פה. 
",1
"הדובר האחרון, חבר הכנסת עופר כסיף, בבקשה. 
",0
"בועז, אל תדאג, אופיר, אופיר, תרגיע את בועז.
",0
"חבר הכנסת עופר כסיף, בבקשה.
",0
"תודה, אני אוהב להשתמש במטאפורות לפעמים ואעשה זאת גם כאן. הממשלה הזאת היא ממשלת טלאים, היא מזכירה לי גם שמיכת טלאים אבל קצרה. כלומר - - -
",1
"חברים יקרים, אפשר - - -
",0
"מרוב זה שהיא מורכבת מטלאים שאין ביניהם שום קשר זה גורם לשמיכה להיות קצרה כך שכל פעם מושכים אותה לכיוון אחד ואז מישהו אחר מתלונן שקר לו, וחוזר חלילה. מה עושים בסופו של דבר? זורקים את השמיכה על האופוזיציה בכדי לחנוק אותה. אני אומר דבר מאוד פשוט ומסכם את מה שאמרו חברים קודמים: לא יעלה על הדעת שמצד אחד ימנעו מהכנסת להעלות הצעות חוק שזה תפקידה – כשמה כן היא – רשות מחוקקת. מונעים מהרשות המחוקקת ומונעים אפילו להגיש באופן הולם הצעות לסדר, שאילתות. הדברים הללו מצומצמים. אין דיונים מהירים כי אין ועדות, אין ועדות אז אין כנסת. בצד השני מביאים רשימה שרירותית שמשרתת את הגחמות של שמיכת הטלאים הזאת, ומבקשים מאיתנו שניתן לזה לגיטימציה ושההצעות יועברו במהרה על ידי הענקת פטור מהנחה. 
",1
"זאת לא התנהלות, זה דבר מביש, יש פה פגיעה קשה בכל מה שקשור בפרוצדורות דמוקרטיות. אסור לתת לדבר הזה לעבור - - -
",1
"לא מקשיבים לך.
",0
"זה חלק ממה שאני מדבר עליו, מלכיאלי. 
",0
"לא מקשיבים לך?
",0
"למה את לא מקשיבה לו, איפה הנימוסים שלך, מדברים אלייך. 
",1
"אל תתערבי, גלית דיסטל.
",1
"- - - דרך ארץ - -- 
",1
"מה את בכלל מחליטה עליה?
",1
"את נקראת לסדר פעם ראשונה. 
",1
"אל תגידי לה - - -
",1
"אל תעירי, גלית דיסטל - - -
",1
"- - -
",
"אל תעירי, גלית דיסטל, תשמרי על הפה שלך. 
",1
"- - - כסיף, התייעצות סיעתית, אנחנו נפגשים כאן ב-09:51. 
",0
"אנחנו מחדשים את הדיון. עורכת הדין חוה ראובני, אם יש לך משהו להוסיף לגבי השאלות שנשאלו אז בבקשה. 
",0
"- - - תחרות - - -
",
"לא מתאים שאת תגני על קואליציה שכזו, לא מתאים. היא שרה, הוא שר, בסדר - - -
",1
"אי-אפשר לתת לך - - - במידה ותרצי אז באופן פרטי - - -
",1
"מה את צריכה להגן עליהם, אין לך בושה - - -
",1
"אנחנו נעבור ישר להצבעה, אי-אפשר - - -
",0
"- - -
",
"לא, אי-אפשר, אי-אפשר, אנחנו נעבור ישר להצבעה, זה פותח את הדיון ואז תוכלו לתייחס, אי-אפשר. 
",1
"רגע.
",
"אי-אפשר. 
",
"- - - 
",
"- - -
",
"אי-אפשר, נכון, יצאנו להתייעצות סיעתית לפני. 
",0
"לפני ההצבעה אני רוצה לשמוע את העמדה של היועצת המשפטית. 
",0
"עידית, מה עם תשובה לשאלות? 
",0
"אנחנו עוברים להצבעה - - -
",0
"עידית.
",
"מה עם תשובה לשאלות? 
",0
"לגבי התחבורה הציבורת בשבת.
",0
"ך 
",
"אנחנו ביקשנו ממנה לענות ואת לא נותנת לה לענות. 
",1
"ארבל, איזה - - - זאת?
",
"בואו נדבר אל הכיסא של היושב-ראש.
",0
"היא אמרה שהיא תיתן תשובות.
",0
"היא אמרה שהיא תיתן תשובות, ביקשנו תשובה. 
",0
"- - -
",
"בחיים לא היה יושב-ראש שייתן שאת כיסא היושב-ראש כי הוא הולך להתייעצות, מה זו התופעה המבישה הזאת? לאן דרדרתם את הכנסת? 
",1
"אנחנו עוברים להצבעה על סעיף 8 - - -
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן)
",
"מה עם תשובה לשאלות? 
",0
"הקדמת הדיון - - -
",
"עידית, אתה אמרת שתתני תשובות לגבי התחבורה הציבורית בשבת.
",1
"הקדמת הדיון בהצעת החוק לתכנון פקודת התעבורה - - -
",0
"- - - 
",
"- - הצעת חוק לתיקון פקודת התעבורה (מס׳ 120) (תיקון מס׳ 2), התשפ״א–2021 (מ/1415). 
",0
"- - -
",
"עידית, עידית - - -
",0
"- - - אתם מאשרים פה תחבורה ציבורית בשבת, למה את מפחדת שתענה נציגת משרד התחבורה?
",0
"- - - לפני קריאה ראשונה - - - אתה יכול לשאול את זה בוועדה. 
",0
"למה את מפחדת, לא, אבל זה הדיון. 
",1
"מי בעד הקדמת הדיון?
",0
"לא קיבלנו תשובות לשאלות שלנו. 
",1
"יהיו כשזה יעבור לוועדה. 
",0
"לא קיבלנו תשובות לשאלות. 
",1
"אנחנו לא קיבלנו תשובות לשאלות שלנו. 
",1
"שוב פעם, מי בעד? כל השאר שלא מצביעים שלא יהיו כאן.
",1
"מי בעד קואליציה רקובה, אתם עושים צחוק מעצמכם. 
",1
"יש 19 בעד, איך יכול להיות.
",0
"קואליצה בעד תחבורה ציבורית בשבת. 
",0
"עידית, את מתביישת בזה? 
",1
"את מתביישת?
",1
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"סליחה, סליחה, אי-אפשר לראות ככה מי סופר.
",1
"גבירתי, את לא יכולה לעשות הצבעה חוזרת. 
",1
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"גבירתי היושבת-ראש, את לא יכולה לעשות הצבעה נוספת בפעם השלישית רק כדי להשיג כמה אצבעות. 13 בעד. 
",1
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"היועצת המשפטית לא מצליחה לראות. 
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"- - - היועצת המשפטית.
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אל תצעק. אני מבקשת שכל השאר יזוזו. 
",1
"מי שהגיע אחרי ההצבעה לא יכול להצביע. 
",0
"- - -
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אני מבקשת - - -
",
"היא נכנסה עכשיו. ארבל, זה לא ייתכן. 
",1
"יש כאלו שנכנסו עכשיו. 
",0
"ארבל, הם הכניסו עכשיו חברי כנסת. 
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אי-אפשר לקיים ככה הצבעה. 
",1
"מי שנכנסת אחרי ההצבעה - - -
",1
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אני לא מצליחה לספור ככה, אני מבקשת מכולם לשבת, היא לא מצליחה לספור, היא מבקשת שכולם יישבו. 
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אני מבקשת שכולם יישבו כדי שהיא תוכל לראות את ההצבעה.
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אני מבקשת - - -
",
"היועצת המשפטית, צריכים את עזרתך פה. 
",0
"היא לא תעזור, הקואליציה רומסת סדרי שלטון. 
",1
"לא יהיה .
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"בבקשה. 
",0
"לא, ההצבעה כבר הייתה.
",1
"אי-אפשר לראות ככה. 
",1
"נכנסו אנשים אחרי ההצבעה. 
",0
"חברי הכנסת, נא לשבת כדי שנוכל לספור אותם. 
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"להוציא את ההסרטות מערוץ הכנסת. 
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אתם רומסים את שלטון החוק, סוף לדמוקרטיה. אני רוצה לברך אותך - - -
",1
"לא הכרזנו כי היועצת המשפטית - - --
",
"מה היה פה? 
",1
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן). 
",
"אני מבקשת שתתנו לאנשים לשבת כדי שנוכל להמשיך. 
",0
"לא היה לכם רוב, אתם משנים את כללי המשחק.
",1
"חברים - - - היא ביקשה לראות את כולם. מי בעד, שירים את ידו, בבקשה. 
",0
"אני ראיתי שלא היה רוב. 
",0
"אני לא מצליחה לשמוע. 
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"יש שלושה נציגים של כחול לבן פה בזמן שבוועדה יש להם רק שני חברים. 
",0
"היועצת המשפטית מבקשת - - -
",
"גם לקואליציה מותר להפסיד, זו לא בושה. 
",0
"- - - מבקשת את ההצבעה. 
",
"קואליציה כמו שלכם יכולה גם להפסיד. 
",1
"מי בעד שירים את ידו עכשיו.
",0
"אתם גונבים פה הצבעות. 
",1
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"אתם גונבים פה הצבעות. אתם גונבים גם קולות וגם הצבעות. 
",1
"מה היא עושה, היא לא נורמלית זאת. 
",1
"אתם גונבים קולות והצבעות.
",1
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"לא מתאים לכם. 
",0
"רוויזיה - - - רוויזיה.
",
"בושה. 
",0
"לא יאומן.
",0
"אנחנו עושים הצבעה שמית - - -
",
"מה זה ""שמית""? הייתה כבר הצבעה. 
",0
"לא, לא, לא, לא, לא - - -
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"בה זה הדבר הזה. 
",0
"היועצת המשפטית ארבל - - - 
",
"שבו סביב השולחן - - -
",
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"התחילה כבר הצבעה, אין דבר כזה להחליף באמצע. 
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"קואליציית - - -
",
"היועצת המשפטית אומרת לה שהייתה הצבעה. 
",0
"בטח, הייתה הצבעה.
",0
"תירגע, תירגע.
",1
"יש גבול לכל דבר. 
",1
"הייתה הצבעה, זה מה שהיא קבעה, הייתה הצבעה. 
",1
"למה את מסתירה את היד? 
",1
"מסתירה את הפרצוף, זו בושה. 
",1
"עידית, למה את מסתירה עם היד, תדברי לפרוטוקול, למה את מסתירה את הפה שלך, תדברי לפרוטוקול.",1
"אם זאת התייעצות שתגיד לפרוטוקול איך היא מרמה את הכללים. שתגיד לפרוטוקול. 
",1
"מזלזלים בלשכה המשפטית, מזלזלים פה.
",1
"אל תפחדי, ארבל. 
",0
"למה את עושה ככה, איפה השקיפות שלך? שקיפות שלטונית עלאאק. 
",1
"חברים, מי נגד, להרים את היד?
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"רבותיי, זה לא חוקי. 
",0
"מי נגד, בבקשה, להרים את היד?
",0
"(המשתתפים קוראים קריאות ביניים, אין אפשרות לתמלל אותן).
",
"רבותיי, זה לא חוקי. 
",0
"חברים, אני עושה לפי מה שהיועצת המשפטית - - - מי נגד, בבקשה להרים את ידו. 
",0
"אתם לא מסוגלים להעביר חוק פשוט. 
",1
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק). 
",
"מה עם המזגנים ברכבת? 
",1
"איפה אלקין? 
",0
"מה עם המזגנים ברכבת? 
",1
"16 מול 16. ברוויזיה היא תבדוק גם לפי המצלמות אם היה 16 מול 16 או 16 מול 17. 
",1
"מה יהיה עם הקואליציה הזאת? 
",1
"איזה קואליציה. 
",0
"עידית - - -
",
"בבקשה לשבת.
",0
"גם כשאתם מביאים אותנו ב-08:30 אתם לא מצליחים להשיג רוב. 
",1
2,
3,
"אנחנו עוברים לדון בהקדמת הדיון בהצעות החוק הבאות: הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51) (מ/1411). הצעת חוק הכנסת (תיקון מס׳ 49), התשפ״א–2021 (מ/1412). 
",0
"כולם להירשם לדיבור, כולם להירשם לדיבור. 
",0
"איזה סעיף, איזה סעיף?
",0
"אנחנו רוצים להירשם, יש לנו מה לומר.
",0
"אופוזיציה, כולם להירשם. 
",0
"חבר הכנסת מאיר פרוש, בבקשה. רגע, לפני כן ידבר נציג משרד המשפטים, עורך הדין יעקב פרידברג. 
",0
"עידית, אנחנו אפילו לא יודעים על איזה סעיף אנחנו מדברים.
",0
"אמרתי כבר.
",1
"לא שמענו. 
",0
"תנו לעורך הדין פרידברג לדבר. 
",0
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק).
",
"נועה, אני רוצה להירשם לדיון. 
",0
"איפה עורך הדיו יעקב פרידברג? 
",0
"הוא לא כאן. 
",0
"מה הסעיף? 
",0
"יעקב איתנו. 
",0
"ויוותר יעקב לבדו.
",0
"לא היית ב-08:30.
",0
"נא לא לצעוק על פקידי הממשלה. 
",1
"עורך הדין פרידברג ינמק את ב (1,2). 
",0
"מה הנושא? 
",0
"תהיו בשקט, אם יהיה כאן רעש אנחנו פשוט נוציא. 
",1
"סדר היום חלק ב, סעיפים 2,3. הצעת חוק הכנסת והצעת חוק-יסוד: הכנסת. 
",0
"איך מ-8 הגעת - - -
",
"אחד אחד.
",
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק).
",
"מה הנושא. 
",0
"- - -
",
"- - -
",
"אני הולכת לפי היועצת המשפטית. יעקב פרידברג, בבקשה.
",0
"אנחנו מנהלים דיון יחד עם חוק אחר? 
",0
"מי שיפריע פשוט יוצא.
",1
"אבל לא שמענו מה הנושא. מה הנושא? 
",0
"יעקב פרידברג, בבקשה. מי שלא הקשיב שישאל אחר כך, כבר אמרתי שלוש פעמים.
",1
"גבירתי היושבת-ראש, מה הנושא? 
",0
"יעקב פרידברג, בבקשה. 
",0
"מה הנושא? מה הנושא? 
",1
"- - - הכנסת. 
",
"איזו נפילה, איזו נפילה, איזו נפילה. 
",1
"חברים, מי שעושה רעש שייצא החוצה, שלא יהיה כאן. 
",1
"מה הנושא עכשיו? 
",0
"אני רק אומרת שההצבעות הבאות תהיינה שמיות. 
",0
"גבירתי, מה הנושא עכשיו?
",0
"לא חוזרת עליו. הוא מנמק את שתי ההצבעות, שימו לב.
",0
"מה הנושא? 
",0
"לא שומעים. 
",0
"איזה הצעות? 
",0
"אתם תקשיבו אז תדעו. 
",1
"אבל איך אפשר לדון בשתי הצעות שונות? 
",0
"אפשר, היועצת המשפטית אישרה. חברת הכנסת קתי שטרית, קראתי אותך לסדר בפעם הראשונה.
",0
"כל היועצים החוצה בבקשה.
",1
"מי בעד חיסול הטרור, מי בעד חיסול הטרור? 
",1
"כולל העוזרים שלך, כולם. 
",1
"היועצים החוצה, תודה. רק חברי כנסת ומנהלי סיעות. 
",0
"""כולם"" זה כולל כולם. 
",1
"חברים, חברים, יועצים החוצה, תודה. מי שיפריע ייקרא לסדר.
",0
"- - - מה הסיפור, שלא יהיו עדים לגניבה.
",0
"ששש. 
",0
"מה ""ששש""? את מחנכת אותי? 
",1
"- - - תש""פ - - -
",
"את מחנכת אותי?
",1
"כן. 
",0
"חשבתי שאסור לחנך. 
",0
"- - - 
",
"תן לו לדבר. 
",0
"אנחנו לא שומעים את הדובר.
",0
"שמחה רוטמן, שקט. 
",0
"- - - הסיעה. 
",
"בבקשה. 
",0
"רבותיי חברי הכנסת, בשנת תש""פ יצרה הכנסת- - -
",0
"- - -
",
"על מה אתה מדבר עכשיו? 
",0
"אני מדבר על פריט 2 ו-3 בסעיף ב. 
",0
"תודה.
",0
"יצרה הכנסת מוסד חדש במשטר הישראלי – ממשלת החילופין – ממשלה שבה - - -
",0
"- - -
",
"ששש. 
",0
"- - - ראש ממשלה - - -
",
"חבר הכנסת דוד ביטן, אני קוראת אותך לסדר בפעם השנייה. 
",0
"אני? 
",0
"הוא לא דיבר בכלל. 
",0
"חברת הכנסת מאי גולן - - -
",0
"זה היה יעקב אשר, תסתכלי מה את אומרת. 
",1
"חברת הכנסת גולן, פעם ראשונה. 
",0
"תקראי, כבר הוצאת אותי, אבל תסתכלי על מי את צועקת.
",1
"אל תפריעי. 
",1
"מה קורה לך?
",1
"הגעת מאוחר - - - לאוזן שלך - - - חכה, חכה. 
",0
"- - -
",
"חבר הכנסת מרגי, אני קוראת לך בפעם השנייה, אל תפריע, חכה.
",0
"למרגי לא קוראים לסדר.
",0
"חבר הכנסת מלכיאלי, פעם שנייה. 
",0
"- - - 
",
"מדובר על חוק-יסוד וחוק רגיל?
",0
"אם אפשר לגנוב הצבעה אפשר לגנוב גם דיון. 
",1
"אתם תקשיבו, בבקשה. 
",0
"אני שואל אם מדובר על חוק-יסוד וחוק רגיל? 
",0
"חוק-יסוד: הכנסת והצעת חוק הכנסת, כן, דיון משולב. 
",0
"שניהם אותו נושא?
",0
"הן משלימות זו את זו, כן. 
",0
"הממשלה ה-35 וגם הממשלה ה-36 הוקמו שתיהן כממשלות חילופין. לאור הניסיון שהצטבר עד כה וכדי לשפר את ההסדרים הנוגעים באופן פעולתה של ממשלה חילופין, מוצעים כמה תיקונים שאציג כעת. אני מדבר בסדר היום על פריטים ב 2. הצעת חוק-יסוד: הכנסת (תיקון מס׳ 51). וכן 3. הצעת חוק הכנסת (תיקון מס׳ 49), התשפ״א–2021. 
",0
"זה חוק הג'ובים. 
",1
"מה הם אומרים. 
",0
"שלמה קרעי, אני קוראת אותך לסדר, תודה. 
",0
"חבר הכנסת מרגי, אני - - -
",
"שיגיד שזה חוק הג'ובים. 
",1
"בסדר, קראתי אותך לסדר בפעם הראשונה. אם תפריעו – תצאו. זה הכי נוח.
",1
"רבותיי, אני מבקש שתתנו לי להשלים. 
",0
"נא לאפשר לו להסביר, זה חשוב. 
",0
"חברים, מי שיפריע ייקרא לסדר, שלוש קריאות לסדר והוצאה החוצה.
",1
"הבנו את זה.
",0
"יופי. 
",0
"הצעת חוק-יסוד: הכנסת מסדירה שלוש סוגיות שאציג אותן כעת. הראשונה היא דחיית המועד הקובע לעניין התפזרות הכנסת במקרה של אי-קבלת חוק התקציב במקרים חריגים שעליהם חל סעיף 36א(ב) בחוק-יסוד: הכנסת, לדוגמה, אחרי בחירות.
",0
"השני הוא קביעת המועדת להנחה על שולחן הכנסת של הצעת חוק התקציב השנתי במצבים האמורים. האחרון הוא שינוי בדרך החישוב בהגדלה של המספר המרבי של חברי הכנסת מכל סיעה שרשאים להפסיק את כהונתם בכנסת באופן זמני בעת שהם מכהנים בתפקיד שר או סגן שר.
",0
"זה החוק הנורבגי?
",0
"כן. 
",0
"סליחה, האם - - -
",0
"נורבגי משופר. 
",0
"חבר הכנסת מעוז, תן לו לסיים. 
",0
"לא, לא היה לי - - -
",0
"בזמן שלך. 
",0
"אלה, אלה - - -
",
"בזמן שלך אתה תקבל התייחסות. לא, חבר הכנסת אבי מעוז, הוא מדבר עכשיו. 
",0
"לא היה לי מספיק זמן לעבור על זה. 
",0
"חבר הכנסת אבי מעוז, זה לא מעניין אותי שלא היה לך מספיק זמן. 
",1
"האם אפשר לתת פירוט?
",0
"לא. הוא נותן פירוט ואחר כך, אם יחסר לך, בזמן שלך אתה תדבר.
",0
"הוא לא נותן שום פירוט. 
",0
"- - - להתייחס כמו שנתת - - -
",0
"הוא מקריא את מה שכתוב בדף. 
",1
"אל תפריע לו.
",1
"אם הוא יכול לתת דוגמאות אני אשמח. 
",1
"אל תפריע לו.
",1
"את לא רוצה דיון אמיתי פה? 
",1
"היא לא רוצה דיון, מה אתה שואל? 
",1
"בדיוק, אני לא רוצה דיון. 
",1
"לא, לא יכול להיות.
",0
"זה נרשם בפרוטוקול שהיא לא רוצה דיון בחוק-יסוד?
",1
"מדובר בשאלות הבהרה, אנחנו לא מחפשים סתם - - -
",
"לא, לא, לא, בזמן שלכם, הוא יסיים ואחר כך שאלות הבהרה.
",0
"האם אדוני יכול לתת דוגמאות? 
",0
"הצעת חוק הכנסת מסדירה שתי סוגיות: הראשונה היא הגמשת הכללים המתירים התפלגות שאינה נחשבת כפרישה לעניין סעיף 6 א לחוק-יסוד: הכנסת. השנייה היא קביעת מועדי ישראל שלא יבואו במניין הימים להגשת הצעת חוק התקציב השנתי לפי סעית 36א(ב) בחוק-יסוד: הכנסת, תוך השלמה של אחד הסעיפים בהצעת חוק-יסוד: הכנסת המוגשת במקביל.
",0
"רבותיי, הממשלה מבקשת להקדים את הדיון בהצעות החוק הבאות לפני הקריאה הראשונה.
",0
"מה דעת היועץ המשפטי לממשלה על החוקים האלה? 
",0
"ביקשתי שתתנו לו, תכף נדבר על זה.
",1
"הוא שואל שאלה.
",0
"תנו לו לסיים, נו, מה.
",1
"וגם מה דעת אגף התקציבים. 
",0
"מותר לשאול שאלות.
",0
"מאי, אחר כך. הוא עכשיו מדבר, תנו לו להציג את הנושא. אם משהו לא יהיה מובן אז אחר כך, תודה.
",0
"אבל לא מקבלים תשובות.
",0
"לא נורא. 
",0
"מה זה ""לא נורא""?
",1
"לך זה לא נורא. 
",1
"תנו לו לדבר. חבר הכנסת יעקב מרגי, אתה פשוט תצא החוצה.
",1
"את לא מאיימת עלי. 
",1
"חבל, אתה לא נותן לו להשלים. 
",0
"מה זה, את יודעת מה זה שאת כותב בפרוטוקול: ""לא נורא"" אתה יודעת כמה זה עלוב, איזו רמה של דיון את מנהלת? רמה נמוכה של דיון, בושה.
",1
"אתם תתנו לו להשלים ואחר כך אם יהיו שאלות. 
",1
"בושה, בושה. 
",1
"חבר הכנסת מאיר פרוש, אני קוראת אותך לסדר בפעם השנייה. 
",0
"היא רוצה להוציא את כולנו. 
",1
"עניין - - - 
",
"זו הנחייה מאלקין.
",0
"- - - לאפשר לממשלת החילופין להתחיל בעבודתה, בוועדות השרים שבממשלה ולהבטיח את יציבותה, תודה רבה. 
",0
"למה זה ביחד? 
",0
"איך זה קשור לזה? 
",1
"עכשיו כל אחד בתורו ישאל שאלה והוא יענה בסוף. חבר הכנסת מאיר פרוש, בבקשה.
",0
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק).
",
"- - -
",
"רגע, רק רגע. 
",0
"שאלות או זכות דיבור? 
",1
"לא, זה שאלות. 
",0
"לכולם יש שאלות. 
",0
"אני רוצה לשאול - - -
",
"- - - חבר הכנסת מאיר פרוש - - -
",
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק).
",
"מה הולך פה? 
",0
"האם הוא יכול להסביר את העניין של ארבעה חברי כנסת במקום שישה, אני לא הבנתי. 
",0
"מה זה הדבר הזה? 
",0
"מה השוני - - - בארבעה חברי כנסת לעומת מה? קבוצה של - - - או מהליכוד - - - מה המשמעות של ארבעה? 
",0
"חבר הכנת יעקב אשר.
",0
"שאלת הבהרה. 
",0
"חבר הכנסת דוד ביטן, בבקשה.
",0
"אני רוצה לדעת איך זה משתלב, אתה איתי? איך הצעת החוק הזאת משתלבת עם פסק הדין האחרון של בית המשפט העליון בנושא התקציב וכל הדברים האלה. 
",0
"עוד מישהו?
",0
"אוספים שאלות?
",0
"לא אוספים שאלות. 
",0
"אז - - -
",
"מה פירוש: ""עוד מישהו""? עוד מישהו באופוזיציה, עוד מישהו - - -
",
"אני רוצה לקבל הבהרה על הדברים. 
",0
"חברת הכנסת שטרית, זה הזמן שלך?
",0
"אין פה דיון. 
",0
"הוא יענה בסוף על הכול.
",0
"עידית, אנחנו לא מבינים את סדרי הדיון. 
",0
"אני עוברת על הרשימה.
",0
"בדיון הקודם - - -
",
"בדיון הקודם לא נתת לנציגת הממשלה לענות לשאלות ששאלנו.
",1
"הוא יענה בסוף על השאלות. 
",0
"אני לא יכול להתייחס לחוק לפני שיש תשובות לשאלות.
",0
"את מבטיחה שהוא יענה?
",0
"אתה לא יכול אז אתה לא יכול, זה עניין שלך. חברת הכנסת שטרית, בבקשה. 
",0
"הוא לא ענה לי, בשביל מה שאלתי אותו? איך אני אתייחס - - -
",
"עידית, זה נהוג ששואלים שאלות את היועצים והם עונים, זה נהוג.
",0
"כל אחד ידבר והוא יתייחס. 
",0
"(המשתתפים קוראים קריאות ביניים, קשה לתמלל אותן במדויק).
",
"- - - 
",
"את מנהלת דיון בחוק-יסוד, את מזלזלת בכל ה - - - של הכנסת, מה הסיפור שלך?
",1
"איך אני אתייחס לזה, איך אני אתייחס לזה? 
",1
"הוא יתייחס בהמשך. חברת הכנסת שטרית, בבקשה. 
",0
"חברי הכנסת שאלו שאלות, הם לא חשבו שזה זמן הדיבור שלהם. 
",0
"חברת הכנסת קטי שטרית, בבקשה.
",0
"תגידי, מה הולך פה, אני לא מבין. הייעוץ המשפטי חייב להתערב.
",1
"ארבל, את מוכנה בבקשה לדאוג שבחוק-יסוד יהיו סדרי דיון נאותים. 
",0
"ארבל, את צריכה להתערב, אנחנו לא סטטיסטים פה. 
",0
"אנשים שאלו שאלות והם לא חשבו שזה על חשבון זמן הדיבור שלהם. 
",0
"שאלנו שאלות והוא חייב לענות. מה זה ""אחר כך""? הייעוץ המשפטי הוא לא סטטיסט, עם כל הכבוד.
",1
"כששאלנו שאלה לגבי הסעיף הקודם היא לא נתנה לה לענות.
",0
"את מבינה שזה לא ניהול תקין של ועדה? זה בסדר שישאלו שאלה ויענו לפרוטוקול, ככה זה בייעוץ המשפטי. זה לא הגיוני איך שאת מנהלת את זה.
",1
"חברת הכנסת גולן, את נקראת לסדר בפעם השנייה. חברת הכנסת שטרית, בבקשה.
",
"את מנהלת את זה בצורה קלוקלת. 
",1
"זכותי, מה לעשות. 
",1
"זה לא ניהול תקין של ועדה וזה לא עובד ככה.
",1
"זאת לא זכותך. 
",1
"עם מי את רוצה לנהל ועדה, עם עצמך, אני לא מבינה?
",1
"ארבל, אתה יכולה להסביר לה שאי-אפשר לנהל דיון בחוק-יסוד בצורה שכזו?
",1
"נמתין לוועדת האתיקה, הכול מתועד, נמתין לוועדת האתיקה, שמחה רוטמן.
",0
"שמחה רוטמן, אתה נקרא לסדר בפעם השנייה. 
",
"לא יאומן. 
",1
"קטי שטרית, בבקשה.
",0
"אני גם הפעלתי את הסטופר. בהמשך למה שרציתי להגיד בפעם הקודמת ולא הצלחתי, אז כך: הבטחתם 18 שרים והגעתם ל-27. אנחנו בפעם הקודמת.
",0
28,
"28, טעות - - -
",
"לא, עכשיו 27 אבל - - -
",
"13 חברי כנסת מהחוק הנורבגי, הגעתם כבר ל-30 בחוק הנורבגי. ",0
